Typ,Due_Date,Settle_date,Invoice_nbr,Invoice_date,Invoice_Amount,NetdueDate,NegativeInvoices,Reversal,Cancellation,cust_Nbr,CU_Channel_Partner_Type,Days_To_Pay,Type,Open_201001,Open_201002,Open_201003,Open_201004,Open_201005,Open_201006,Open_201007,Open_201008,Open_201009,Open_201010,Open_201011,Open_201012,Open_201101,Open_201102,Open_201103,Open_201104,Open_201105,Open_201106,Open_201107,Open_201108,Open_201109,Open_201110,Opendt_201001,Opendt_201002,Opendt_201003,Opendt_201004,Opendt_201005,Opendt_201006,Opendt_201007,Opendt_201008,Opendt_201009,Opendt_201010,Opendt_201011,Opendt_201012,Opendt_201101,Opendt_201102,Opendt_201103,Opendt_201104,Opendt_201105,Opendt_201106,Opendt_201107,Opendt_201108,Opendt_201109,Opendt_201110,Due_Stage,Pct_Complains,Pct_Com_Sugg,Pct_Request,Pct_Complains_Dol,Pct_Com_Sugg_Dol,Pct_Request_Dol,pct_Contractual_Enquiries,pct_Meter_Reading_Queries,pct_Pagepack_Pricing_Query,pct_change_company_details,pct_Portal_Access_issues,pct_TM_Invoicing_Query,pct_Billing,pct_Contractural_Issues,pct_All_Billing_Issues,pct_Payments_to_Xerox,pct_Meter_reading,pct_Contractual_Enquiries_Dol,pct_Meter_Reading_Queries_Dol,pct_Pagepack_Pricing_Query_Dol,pct_change_company_details_Dol,pct_Portal_Access_issues_Dol,pct_TM_Invoicing_Query_Dol,pct_Billing_Dol,pct_Contractural_Issues_Dol,pct_All_Billing_Issues_Dol,pct_Payments_to_Xerox_Dol,pct_Meter_reading_Dol,pct_Cus_req_change_dtl,pct_Xerox_Products_Services,pct_Change_in_commitment,pct_Est_reading_rej,pct_Customer_physical_Resite,pct_Inappropriate_Behaviour,pct_Not_assigned,pct_Copy_Invoice_Request,pct_Cus_req_change_dtl_Dol,pct_Xerox_Products_Services_Dol,pct_Change_in_commitment_Dol,pct_Est_reading_rej_Dol,pct_Customer_physical_Resite_Dol,pct_Inappropriate_Behaviour_Dol,pct_Not_assigned_Dol,pct_Copy_Invoice_Request_Dol,Num_Tran_6,Dol_Tran_6,Num_cur_6,Dol_cur_6,Num_es_6,Dol_es_6,Num_ls_6,Dol_ls_6,Num_age_6,Dol_age_6,Num_Tran_12,Dol_Tran_12,Num_cur_12,Dol_cur_12,Num_es_12,Dol_es_12,Num_ls_12,Dol_ls_12,Num_age_12,Dol_age_12,Pct_Cur_Num12,Pct_es_Num12,Pct_ls_Num12,Pct_age_Num12,Pct_Cur_Dol12,Pct_es_Dol12,Pct_ls_Dol12,Pct_age_Dol12,Pct_Cur_Num6,Pct_es_Num6,Pct_ls_Num6,Pct_age_Num6,Pct_Cur_Dol6,Pct_es_Dol6,Pct_ls_Dol6,Pct_age_Dol6,ModelType,Open_and_Current_Invoices,New_Due_Stage
RV,3/3/2010,4/15/2011,1000048078,1-Feb-10,440.62,,0,0,0,2001039525,Corporate Reseller,408,Age,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,3/1/2010,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,90,1,0,0,999,999,999,0,0,0,0,0,0.5,0,0,0,0,0,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0.02173913,0,0.47826087,0,0,999,999,999,999,999,999,999,999,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,Age,0,90
RV,3/3/2010,4/15/2011,1000048079,1-Feb-10,98.83,,0,0,0,2001039525,Corporate Reseller,408,Age,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,3/1/2010,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,90,1,0,0,999,999,999,0,0,0,0,0,0.5,0,0,0,0,0,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0.02173913,0,0.47826087,0,0,999,999,999,999,999,999,999,999,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,Age,0,90
RV,3/3/2010,4/15/2011,1000048080,1-Feb-10,397.47,,0,0,0,2001039525,Corporate Reseller,408,Age,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,3/1/2010,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,90,1,0,0,999,999,999,0,0,0,0,0,0.5,0,0,0,0,0,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0.02173913,0,0.47826087,0,0,999,999,999,999,999,999,999,999,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,Age,0,90
RV,3/17/2010,4/15/2011,1000051293,15-Feb-10,253.33,,0,0,0,2001039525,Corporate Reseller,394,Age,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,3/1/2010,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,76,1,0,0,999,999,999,0,0,0,0,0,0.5,0,0,0,0,0,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0.02173913,0,0.47826087,0,0,999,999,999,999,999,999,999,999,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,Age,0,76
RV,4/11/2010,4/15/2011,1000058066,12-Mar-10,653.75,,0,0,0,2001039525,Corporate Reseller,369,Age,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,51,1,0,0,999,999,999,0,0,0,0,0,0.5,0,0,0,0,0,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0.02173913,0,0.47826087,0,0,999,999,999,999,999,999,999,999,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,Age,0,51
RV,4/19/2010,4/15/2011,1000060042,20-Mar-10,278.81,,0,0,0,2001039525,Corporate Reseller,361,Age,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,43,1,0,0,999,999,999,0,0,0,0,0,0.5,0,0,0,0,0,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0.02173913,0,0.47826087,0,0,999,999,999,999,999,999,999,999,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,Age,0,43
RV,4/22/2010,4/15/2011,1000060872,23-Mar-10,702.94,,0,0,0,2001039525,Corporate Reseller,358,Age,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,40,1,0,0,999,999,999,0,0,0,0,0,0.5,0,0,0,0,0,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0.02173913,0,0.47826087,0,0,999,999,999,999,999,999,999,999,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,Age,0,40
RV,4/23/2010,4/15/2011,1000062249,24-Mar-10,185.85,,0,0,0,2001039525,Corporate Reseller,357,Age,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,39,1,0,0,999,999,999,0,0,0,0,0,0.5,0,0,0,0,0,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0.02173913,0,0.47826087,0,0,999,999,999,999,999,999,999,999,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,Age,0,39
RV,5/7/2010,4/15/2011,1000062550,26-Mar-10,353.04,,0,0,0,2001039525,Corporate Reseller,343,Age,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,25,1,0,0,999,999,999,0,0,0,0,0,0.5,0,0,0,0,0,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0.02173913,0,0.47826087,0,0,999,999,999,999,999,999,999,999,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,Age,0,25
RV,4/30/2010,4/15/2011,1000064195,31-Mar-10,481.71,,0,0,0,2001039525,Corporate Reseller,350,Age,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,32,1,0,0,999,999,999,0,0,0,0,0,0.5,0,0,0,0,0,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0.02173913,0,0.47826087,0,0,999,999,999,999,999,999,999,999,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,Age,0,32
RV,4/30/2010,4/15/2011,1000064203,31-Mar-10,244.13,,0,0,0,2001039525,Corporate Reseller,350,Age,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,32,1,0,0,999,999,999,0,0,0,0,0,0.5,0,0,0,0,0,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0.02173913,0,0.47826087,0,0,999,999,999,999,999,999,999,999,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,Age,0,32
RV,4/30/2010,4/15/2011,1000064204,31-Mar-10,244.13,,0,0,0,2001039525,Corporate Reseller,350,Age,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,32,1,0,0,999,999,999,0,0,0,0,0,0.5,0,0,0,0,0,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0.02173913,0,0.47826087,0,0,999,999,999,999,999,999,999,999,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,Age,0,32
RV,4/30/2010,4/15/2011,1000064205,31-Mar-10,244.13,,0,0,0,2001039525,Corporate Reseller,350,Age,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,,,,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,,,,,,,32,1,0,0,999,999,999,0,0,0,0,0,0.5,0,0,0,0,0,999,999,999,999,999,999,999,999,999,999,999,0,0,0,0.02173913,0,0.47826087,0,0,999,999,999,999,999,999,999,999,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,9,4442.14,3,215.75,5,2642.37,1,1584.02,0,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,0.333333333,0.555555556,0.111111111,0,0.048568933,0.594841675,0.356589392,0,Age,0,32
